pname,society,colony,property_type,price_outer,price_per_sqft,possesion,description,Area,Total Floors,Facing,Property Age,furnishing,features,Overlooking,bedrooms,bathrooms,balconies,additional_room,area,zone,location,latitude,longitude
"3 Bedroom House for sale in Sector A Rajeev Nagar, Bhopal",ayodhya bypass rajeev nagar sector b,bhopal,House,22.0,5500,Ready To Move,Property is located behind reliance mart ayodhya bypass in rajeev nagar sector b. School college hospital is within walking distance. Property is also good in investment purpose as it is giving rent around 9k per month.,"Plot area 400
(37.16 sq.m.)  
sq.ft.",2.0,,5 to 10 Year Old,"['1 Water Purifier', '4 Fan', '1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']",['Water Storage'],,3,2,1,Not Available,400.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
2 Bedroom House for sale in Chola rod bhopal,chola rod,bhopal,House,12.0,60000,Ready To Move,"I have a house/villa available for sale in chola rod bhopal, madhya pradesh others. Available at price of rs 12 lacs. It has plot area of 20 sq ft. It has 2 bhk, 2 bathroom, 1 balcony.It is a freehold property","Plot area 20
(1.86 sq.m.)  
sq.ft.",1.0,,1 to 5 Year Old,,,,2,2,1,Not Available,20.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 BHK Flat in rent out residential, Bhopal",surbhi mohini homes,bhopal,Flat,32.5,3823,Ready To Move,"We are the proud owners of this 2 bhk apartment available in surbhi mohini homes, rent out residential, bhopal. This it is a and the unit is located on 3rd floor and has a super built-Up area of 850 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Super Built up area 850
(78.97 sq.m.)  
sq.ft.",3.0,,1 to 5 Year Old,,,,2,2,1,Not Available,850.12,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 BHK Flat in rahul nagar mata mandir, Bhopal",rahul,bhopal,Flat,40.0,6201,Ready To Move,Very prime location of bhopal near by new market shahpura manit and also good rent,"Carpet area: 645
(59.92 sq.m.)  
sq.ft.",6.0,,1 to 5 Year Old,,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park']","Park/Garden,Main Road",2,2,1,Not Available,645.06,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"3 Bedroom House for sale in Eint Khedi, Bhopal",eit khedi,bhopal,House,22.9,3053,Ready To Move,Sell my house 750sf 25*30 Ready to move,"Plot area 750
(69.68 sq.m.)
Carpet area: 750 sq.ft. (69.68 sq.m.)  
sq.ft.",1.0,,0 to 1 Year Old,,,,3,2,1, others,750.08,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"3 Bedroom House for sale in Kamlesh Nagar, Bhopal",kamlesh nagar,bhopal,House,65.0,4333,Ready To Move,The property is located at a very good location near the main highway and nearby sagar gaire. 6 km from the railway station and 5 kms from the airport. The location is prime.,"Plot area 1500
(139.35 sq.m.)  
sq.ft.",2.0,South,5 to 10 Year Old,"['3 Bed', '5 Fan', '1 Exhaust Fan', '8 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage', 'Visitor Parking']",Main Road,3,3,1, pooja room,1500.12,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 Bedroom House for sale in Kolua Kalan, Bhopal",pushpa vihar ayodhya baypass,bhopal,House,35.0,5833,Ready To Move,New construction building near ayodhya baypass,"Plot area 600
(55.74 sq.m.)  
sq.ft.",2.0,,0 to 1 Year Old,,,,2,1,2,Not Available,600.03,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"4 Bedroom House for sale in GREEN CITY, Bhopal",green city,bhopal,House,200.0,16000,Ready To Move,"This 4 bhk house for sale in green city, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. This residential property boasts proximity to key landmarks like close to market, close to school, close to hospital and close to mall. Containing 4 bedrooms, 3 bathrooms and 2 balconies, this independent house is spread over a super built up area of 1250 sq.Ft. There is 1 covered & 1 open parking available with this house. This 10+ years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is 2 crore. All the modern amenities such as park, maintenance staff and visitor parking will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is east-Facing. The floor of this independent house is beautifully designed using vitrified flooring, giving it an alluring look.","Plot area 1250
(116.13 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.",2.0,East,10+ Year Old,"['4 Fan', '4 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Park', 'Visitor Parking']",Main Road,4,3,2,Not Available,1250.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"1 BHK Flat in Lumbini complex, Mata Mandir, Bhopal",lig-176,bhopal,Flat,12.0,2000,Ready To Move,"Located at center of bhopal, mata mandir, lumbhini complex, close to school & hospital","Carpet area: 600
(55.74 sq.m.)  
sq.ft.",0.0,,1 to 5 Year Old,,"['Water Storage', 'Park', 'Visitor Parking']",,1,1,0,Not Available,600.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 BHK Flat in Sarvdharm Colony, Bhopal",shiva estate,bhopal,Flat,20.0,2857,Ready To Move,Covered campus . With temple and club house .,"Carpet area: 700
(65.03 sq.m.)  
sq.ft.",1.0,,5 to 10 Year Old,"['1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,2,2,2,Not Available,700.04,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"5 Bedroom House for sale in Ravidas Nagar, Bhopal",ravidas nagar,bhopal,House,130.0,2888,Ready To Move,"We have a house/villa available for sale in ravidas nagar, hoshiarpur. Available at price of rs 1.3 crores. It has plot area of 4500 sq ft. It has 5 bhk, 3 bathroom, balcony.It is a freehold property","Plot area 4500
(418.06 sq.m.)  
sq.ft.",2.0,,5 to 10 Year Old,,,,5,3,0,Not Available,4501.39,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"3 Bedroom House for sale in Sneh Nagar, Bhopal",sneh nagar,bhopal,House,100.0,9671,Ready To Move,"Best construction in the area. Colony is very safe and secure. 600 m from hosangabad mall. Near by amenities- Ashimamall,shree ram colony,vrindhaban dhabha.","Plot area 1034
(96.06 sq.m.)  
sq.ft.",2.0,,5 to 10 Year Old,,,,3,3,1,Not Available,1034.02,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"9 Bedroom House for sale in Manak Vihar, Bhopal",manak vihar,bhopal,House,150.0,5000,Ready To Move,Ground floor bedrooms two with common washroom one master bedroom with attached wasroom I drawing room I kitchen Front side open space for garden and parking Back side utility area First floor 7 rooms 5with attached washroom 2 with a common washroom,"Plot area 3000
(278.71 sq.m.)  
sq.ft.",2.0,,10+ Year Old,,"['Private Garden / Terrace', 'High Ceiling Height', 'No open drainage around', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",,9,7,1, pooja room,3000.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 Bedroom House for sale in Vidisha Road, Bhopal",mayur homes,bhopal,House,18.0,2142,Ready To Move,With all amenities & facilities this property has easy accessibility to all means of transport.,"Plot area 840
(78.04 sq.m.)  
sq.ft.",,East,1 to 5 Year Old    View Construction Status,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","Park/Garden,Club,Main Road,Others",2,1,0, others,840.34,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"3 BHK Flat in Mathai nagar CTO bairagarh, Bhopal",app,bhopal,Flat,35.0,3500,Ready To Move,Very good condition just like new all furnished wooden work nagar nigam ka water connection hai aur bor bhi hai,"Carpet area: 1000
(92.9 sq.m.)  
sq.ft.",1.0,East,1 to 5 Year Old,"['1 Bed', '1 Wardrobe', '1 Fan', '1 Sofa', '1 Geyser', '1 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],,3,2,1,Not Available,1000.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"5 Bedroom House for sale in Basant Kunj, Bhopal",basant kunj,bhopal,House,275.0,12222,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 5 bhk house for sale in basant kunj, a well-Planned and well-Connected locality in bhopal. Containing 5 bedrooms, 5 bathrooms and 3 balconies, this independent house is spread over a super built up area of 2250 sq.Ft. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. The property is available for sale at a competitive price of 2.75 crore. The house provides a continuous supply of water for its residents. This is a north-Facing property. The house comes well built with marble flooring options.","Plot area 2250
(209.03 sq.m.)
Built Up area: 4000 sq.ft. (371.61 sq.m.)  
sq.ft.",2.0,North,5 to 10 Year Old,"['1 Wardrobe', '1 Fan', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,Park/Garden,5,5,3,Not Available,2250.04,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"1 BHK Flat in Gulabi Nagar, Bhopal",baghmugaliya,bhopal,Flat,14.0,3500,Ready To Move,"This 1 bhk flat is located in baghmugaliya, which houses some of the most spacious flats in grande pacific , bhopal. This property faces the west direction. The flat is over 400 sq.Ft. Carpet area and comes with 1 bedroom(s), 1 bathroom and 1 balcony. The flat has a total of 3 floors and this property is situated on 1st floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified flooring enhances the beauty of the flat. Proximity to landmarks like close to market, close to hospital and close to school makes this an ideal property for families. The society provides continuous water supply from municipal corporation and borewell/tank.","Carpet area: 400
(37.16 sq.m.)  
sq.ft.",1.0,West,5 to 10 Year Old,,,,1,1,1,Not Available,400.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"6 Bedroom House for sale in Neerja Nagar, Bhopal",neerja nagar,bhopal,House,320.0,13333,Ready To Move,"6 room, 1 common hall Pooja mandir Wooden work cabinets 5 toilets, 2 kitchen, 2 car parking 2 scooter parking 5000 litre water storage tank 24 hours water supply Self 24 hours boring Expandable first floor Wide first floor terrace 2 terrace Front mini garden 2 seperate gate entry Wide open kitchen 12 x 12 East facing North side 2 plots south side 4 plots, west 12. Well maintained.","Plot area 2100
(195.1 sq.m.)
Built Up area: 4000 sq.ft. (371.61 sq.m.)
Carpet area: 2400 sq.ft. (222.97 sq.m.)  
sq.ft.",1.0,,10+ Year Old,"['8 Wardrobe', '10 Fan', '1 Exhaust Fan', '10 Light', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,6,5,3," pooja room,study room,servant room,others",2400.06,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 BHK Flat in panchwati, Bhopal",c-block,bhopal,Flat,8.0,1066,Ready To Move,"Check out this 2 bhk apartment for sale in c-Block, a popular residential project that houses in-Demand flats in panchwati , bhopal. The flat is facing the west direction. The flat is over 750 sq.Ft. Carpet area and comes with 2 bedroom(s), 1 bathroom and 2 balconies. This flat is situated on the 1st floor of this 2 floors tall residential building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. This residential property is situated near close to hospital, close to school and close to railway station. Many of the modern amenities being offered, like visitor parking, will provide a pleasant living experience for you. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.","Carpet area: 750
(69.68 sq.m.)  
sq.ft.",1.0,West,10+ Year Old,,['Visitor Parking'],Others,2,1,2,Not Available,750.47,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"4 Bedroom House for sale in Hoshangabad, Bhopal",hoshangabad,bhopal,House,36.0,4800,Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 4 bhk house for sale in hoshangabad, a well-Connected locality within bhopal. This residential property boasts proximity to key landmarks like close to school, close to hospital and close to market. The house has over super built up area of 750 sq.Ft. And comes with 4 bedrooms, 2 bathrooms and 1 balcony. As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. This spacious house can be all yours at an attractive price of 36 lac. This independent house has access to clean 24*7 supply of water for its residents. The well built vitrified flooring enhances the aesthetic appeal of this independent house. The vitrified flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 750
(69.68 sq.m.)  
sq.ft.",2.0,,10+ Year Old,,"['Private Garden / Terrace', 'Water Storage', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",Others,4,2,1,Not Available,750.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"4 Bedroom House for sale in Shahid Nagar Colony, Bhopal",shahid nagar colony,bhopal,House,80.0,3200,Ready To Move,Our house is built up in friendly locality with many kind of services like hospital etc things are near by our house,"Plot area 2500
(232.26 sq.m.)  
sq.ft.",2.0,,10+ Year Old,,,,4,4,2,Not Available,2500.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 Bedroom House for sale in Berkhedi Kalan, Bhopal",ganesh colony,bhopal,House,22.0,3525,Ready To Move,Ready to move owen house for sell.,"Plot area 624
(57.97 sq.m.)  
sq.ft.",1.0,,1 to 5 Year Old,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,2,1,0,Not Available,624.11,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 BHK Flat in Chitragupt Nagar, Bhopal",vardhaman enclave,bhopal,Flat,25.0,3333,Ready To Move,"It in prime location at the heart of the city , market, school and hispitals within one killometer. And 1.5km away from new market.","Carpet area: 750
(69.68 sq.m.)  
sq.ft.",1.0,East,10+ Year Old,"['1 Bed', '3 Wardrobe', '1 Water Purifier', '4 Fan', '1 Sofa', '5 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']",,,2,2,1,Not Available,750.08,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
"2 BHK Flat in Raghunath Nagar, Bhopal",neeraj nagar bawadia kalan,bhopal,Flat,46.0,5750,Ready To Move,"2bhk full furnished flat with 3 bath 2 balconies, moduler kitchen, ac, geyser, cctv, automatic glass lift, near shahpura thana bawadiya kalan Full ventilated no need of light in day time Great location Right now on rent of 20k","Carpet area: 800
(74.32 sq.m.)  
sq.ft.",2.0,East,1 to 5 Year Old,"['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '2 Geyser', '25 Light', '1 AC', '1 Modular Kitchen', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Stove', 'No TV', 'No Washing Machine']",['Lift(s)'],,2,3,2,Not Available,800.0,Bhopal Overall Sample,Bhopal Overall Sample,23.2599,77.4126
